ballantines-brasil	Ballantine's Brasil	blend	GB-SCT			Pernod Ricard		unknown			rejected	low	https://www.diffordsguide.com/beer-wine-spirits/4419/ballantines-brasil	Rejected by the verification round: Legally a "Spirit Drink", not Scotch Whisky: 35% ABV (below the 40% Scotch minimum), made with added Brazilian lime peel, vanilla essence and sugar. Produced by George Ballantine & Son Ltd/Pernod Ricard from a Scotch whisky base, but the finished product itself does not qualify as whisky under Scotch Whisky Regulations.. A lime-infused, sweetened Scotch-based "spirit drink" (35% ABV, sugar + vanilla extract added) rather than a standard whisky - FLAG FOR HUMAN REVIEW of categorisation. Base Ballantine's blend is generally light/touch-of-smoke, but given the heavy flavouring/dilution here peat character is uncertain, left unknown rather than inherited
ballina	Ballina	distillery	IE			Terroirs Distillers	single malt	none			auto	high	https://www.thespiritsbusiness.com/2025/11/connacht-distillery-becomes-ballina/ https://www.irishwhiskeymagazine.com/news/latest-news/ballina-irish-single-malt-debuts-first-expressions/	Formerly Connacht Distillery (Co. Mayo, est. 2015), rebranded Ballina in 2025 after acquisition by Terroirs Distillers (also Tullibardine's owner). Directly re-fetched the Irish Whiskey Magazine article this session, confirming the ownership, Co. Mayo/River Moy location and the two debut expressions (Dubailte Double Wood, Triarach Triple Wood), both 100% Irish malted barley. No peat mentioned in either source. Confidence raised from low to high given this session's direct re-verification.
bandwagon	Bandwagon	brand	US				bourbon	none			auto	high	https://www.milerpije.pl/bandwagon-whiskey-nowy-bourbon-na-polkach-biedronki.html	countryCode filled in (was empty): "Bandwagon Original Straight Bourbon Whiskey" (41.3% ABV), USA-labelled, distributed into European retail (Biedronka, Poland) by Sodiko, a Belgian alcohol producer/bottler (est. 1991) that "has no distillery bearing its name" of its own -- i.e. a private-label sourced bourbon rather than a named single distillery. No peat (bourbon).
barclays	Barclays	blend	GB-SCT			Campbell Meyer & Company Ltd	blend	light			auto	high	https://campbellmeyer.com/barclays-blended-scotch-whisky/	Confirmed real own-label blended Scotch (not the bank) by Campbell Meyer & Company Ltd, East Kilbride, Scotland -- verified on their own product page, which also states peatProfile=light ("a trace of peat smoke, suggesting some Islay malt has been used", "hint of smoke in the finish"), satisfying producer-domain corroboration for the positive peat claim.
barry-bernard	Barry Bernard	blend	IT			Polini Group Italia srl		unknown			auto	high	https://winestore.com.ua/uk/malt-blended/15113/ https://maudau.com.ua/product/viski-barry-bernard-3yo-blended-whisky-40-07-l https://polinigroup.com/en/the-group/	Italian private-label export brand for the Ukrainian market, manufactured by Polini (Bergamo, ~150 registered private labels) - attribution consistent across every Ukrainian retail listing, though Polini's own site does not showcase the brand. Base 3yo is a genuine blended whisky; Honey and Spicy variants are whisky-based flavored drinks, so defaultTypeName stays empty. Retailer copy conflicts on smoke (maudau says smoky-peaty, winestore floral-fruity), so peat stays unknown; withheld peat proposal: light per retailer copy only.
barts	Bart's	blend	IE			Lough Ree Distillery	blend	unknown	lough-ree		auto	high	https://www.whiskymag.com/tastings/barts-blended-irish-whiskey/	Corrected: real blended Irish whiskey, core release of Lough Ree Distillery (Lanesborough, Co. Longford) sold ahead of their own single malt maturing -- new row lough-ree added, parentSlug set. A search summary described the blend as including "peated malt" among grain/pot-still components, but Whisky Magazine's tasting notes (opened this session) show no smoky/peaty character at all, so peatProfile kept unknown rather than asserted; withheld peat proposal: possibly light if the peated-malt component is confirmed material, per an unopened secondary source.
bastille	Bastille	brand	FR					unknown	maison-daucourt		auto	high	https://bastillewhisky.com/en/ https://daucourt.com/en	Corrected kind to brand (spans single malt and blended releases, not one blend recipe). Confirmed via the producer's own domain: made by Maison Daucourt, a French spirits house ("four generations of Charente expertise"), founded by Edouard Daucourt in 2010, produced entirely in France -- new row maison-daucourt added (also makes D.U.C, see d-u-c row), parentSlug set. No peat/smoke mentioned. The seed's note that "Daucourt" was "only a French surname, not a spirits company" was wrong -- Maison Daucourt is exactly the company behind this brand.
bayadera	Bayadera	blend	UA					unknown			rejected	unknown	https://bayadera.ua/product/kokteylnyy-nabor-penicillin-penicillin-11-porc	Rejected by the verification round: Not a whisky producer: "Bayadera" in this catalogue is BAYADERA.UA's own retail gift-set line (breadcrumb: Vis'ki / BAYADERA), specifically cocktail kits -- "Penicillin (11 servings)" bundles a bottle of Johnnie Walker Red Label plus a small bottle of Talisker with honey/ginger-syrup/lemon-juice mixers so the buyer can make the Penicillin cocktail at home, and "Whiskey and Apple Juice" is the same style of mixer-plus-spirit gift set. This is a retailer's own-brand product bundle, not a whisky brand or producer -- distinct from the codebase's existing bayadera store row.. Could not identify what this producer actually is. Samples ("Whiskey and Apple Juice", "Penicillin (Пеніцилін) 11 порцій") read as a flavoured/cocktail-kit product line (Penicillin is a well-known Scotch cocktail) rather than a conventional whisky brand; no dedicated Wikipedia article found. REVIEWER FLAG: this is a different entity from the "bayadera" store already in this codebase (a Ukrainian retailer) - no technical collision since producers and stores are separate tables, but worth a human sanity check on whether these SKUs belong in the whisky KB at all.
beara	Beara	distillery	IE					unknown			auto	high	https://www.thebearadistillery.ie/beara-distillery-whiskey/beara-black-cask-blend-irish-whiskey/	Corrected kind from blend to distillery: Beara Distillery Ltd, Castletownbere Commercial Park, Co. Cork, Ireland. Makes single malt, single grain AND the Black Cask Blend (matches both catalogue samples exactly), so defaultTypeName left empty (multi-type range). No peat/smoke mentioned in the official description (toasted oak, malt, fruit, spice notes only).
beara-distillery	The Beara Distillery	distillery	IE					none			auto	high	https://www.thebearadistillery.ie/wolfetone/	New row for wolfe-tone (parentSlug). Irish whiskey (and poitin) distillery in Castletownbere, Co. Cork (Beara Peninsula), Ireland; makes the Wolfe Tone range. No peat evidence.
beauchamp	Beauchamp	distillery	FR			Les Bienheureux		unknown			auto	high	https://www.whisky.fr/en/beauchamp-triple-grain.html	Corrected: countryCode filled FR (was empty) and kind confirmed distillery -- produced by Les Bienheureux SAS, St Andre de Cubzac, France, who distil in Charentais pot stills and column stills ("reindustrializing French whiskey production"). Also makes a "Pur Malt" (single malt) expression besides Triple Grain, so defaultTypeName left empty rather than "grain". A secondary source (not opened this session) described Triple Grain as "not peated", but the whisky.fr product page itself (opened) makes no peat/smoke statement, so peatProfile kept unknown rather than asserted as none.
beinn-dubh	Beinn Dubh	brand	GB-SCT	speyside	speyside	Speyside Distillery	single malt	none	speyside-distillery		auto	high	https://speysidedistillery.co.uk/products/BEINN-DUBH-single-malt	Major correction -- NOT a generic own-label blend. Beinn Dubh is a single malt brand of the Speyside Distillery (Kingussie/Cairngorms area), confirmed via the producer's own domain (speysidedistillery.co.uk); "Beinn Dubh" is Gaelic for "Black Mountain" (Ben Macdui), finished in toasted ruby port casks from Portugal. No peat mentioned. kind corrected blend -> brand, defaultTypeName set to single malt, region/legalRegion set to speyside, parentSlug set to the already-live speyside-distillery slug.
bell-rock	Bell Rock	brand	US			Global Spirits		unknown			auto	high	https://globalspirits.com/usa/brand/bell-rock https://globalspirits.com/usa	Corrected kind to brand: Bell Rock American Whiskey is one of several brands (also Cumberland Falls Bourbon, plus vodka/gin/rum/tequila) owned by Global Spirits, a large European alcohol holding (Khortytsa Distillery, Odessa Cognac Factory); the liquid itself is made at a family-owned distillery in Florida. Four flavored/plain expressions (American Whiskey, Apple & Honey, Butterscotch Bourbon, Cinnamon), so defaultTypeName left empty. No peat/smoke mentioned.
bercloux	Bercloux	distillery	FR					unknown			auto	high	https://privatewhiskysociety.com/distillerie-bercloux/ https://bercloux.fr/index.php/hstory/	Confirmed real: Distillerie de Bercloux, founded 2002 by Philippe Laclie in the Cognac region of Charente-Maritime, France (16 Rue de la Mairie, Bercloux) -- began offering Single Malt Bercloux in 2016, confirmed via the distillery's own site (bercloux.fr) and a whisky retailer's history page. Corrected kind from blend to distillery (a real, named, operating French distillery, not an undisclosed-origin label). Third-party sources describe "future" peated/smoked whiskies as merely planned circa 2018; no producer-domain confirmation that a peated release exists today, so kept unknown rather than asserted.
bernheim	Bernheim	brand	US			Heaven Hill		none	heaven-hill		auto	high	https://heavenhilldistillery.com/bernheim-straight-wheat-whiskey.php https://en.wikipedia.org/wiki/Bernheim_Original	Confirmed via Heaven Hill's own product page (corrected the seed's unrelated Irish-whiskey Wikipedia link): Bernheim Original is a 7-year-old Kentucky Straight Wheat Whiskey made at Heaven Hill's Bernheim plant in Louisville -- "the first new style of American whiskey since Prohibition." defaultTypeName stays empty (wheat whiskey has no match in the closed list). peatProfile=none: no peat/smoke on the producer's own page; American-whiskey convention (not a positive claim, so no domain corroboration required).
beverbach	Beverbach	distillery	DE			Hardenberg-Wilthen AG	single malt	unknown			auto	high	https://hardenbergdistillery.com/produkte/single-estate-whiskey/	Verified via producer's own site: Beverbach is the single malt of Hardenberg Distillery (Hardenberg-Wilthen AG), Noerten-Hardenberg, Germany; pot-still double distillation, locally-sourced barley. Corrected kind blend->distillery: every sample (Craftbeer/Mizunara/Sherry/Tequila/Tri Cask) is a cask finish of the same single malt, not a blend. No peat mentioned across any expression on the official site; kept unknown rather than none since an unconfirmed retailer note mentioned a faint smoke character the producer's own copy never corroborates.
bib-tucker	Bib & Tucker	brand	US			Deutsch Family Wine & Spirits	bourbon	none			auto	high	https://bibandtuckerbourbon.com/our-process/ https://oakr.com/bib-tucker-bourbon-ndp-guide/	Confirmed via the brand's own site (bibandtuckerbourbon.com): small-batch bourbon aged a minimum of 6 years in Tennessee, corn/rye/barley mash bill, matching the sample "Bib&Tucker Small Batch." Owner corrected via oakr.com's deep-dive: Deutsch Family Wine & Spirits owns it as a non-distiller producer sourcing Tennessee bourbon (widely attributed to Cascade Hollow/George Dickel, though officially undisclosed, so no distillery asserted). Kind corrected from blend to brand. peatProfile=none, no peat/smoke on the producer's own page; American-bourbon convention.
big-moustache	Big Moustache	brand	US			BBC Spirits (Bogdan and Bertrand Company)		none			auto	high	https://flaviar.com/products/big-moustache-tennessee-whiskey-750 https://bartenderspiritsawards.com/en/blog/producer-profiles-2506/bogdan-and-bertrand-company-bbc-the-only-trusted-and-world-wide-distribution-channel-for-wines-and-spirits-174.htm https://sklep-domwhisky.pl/product-eng-30869-Big-Mustache-100-PROOF-Tennessee-Whiskey-50-0-7l.html	Fully verified this session (never searched before -- quota). Big Moustache is a Tennessee whiskey + American single malt brand from BBC Spirits (Bogdan and Bertrand Company, Bordeaux, France; founded 2010 by Bogdan Tanasoiu and Bertrand Fradin), distilled/bottled in the US -- flaviar.com states "made and bottled in Tennessee" via the Lincoln County maple-charcoal process, and sklep-domwhisky.pl names the actual distiller as "Tennessee Distilling Co." Corrected kind from blend to brand (Tennessee whiskey and single malt are not blends) and countryCode from the catalogue's inconsistent DE/US majority-vote to a confirmed US (production origin); BBC Spirits is a French marketer of an American-made spirit. defaultTypeName left empty: the portfolio spans Tennessee whiskey and American single malt. peatProfile=none: sources describe "slightly smoky"/"a distant trace of smoke" tasting notes explicitly attributed to the maple-charcoal mellowing (Lincoln County Process), not peated malt -- no peat mentioned anywhere.
billy-bong	Billy Bong	brand	US			Les Producteurs Réunis		none			auto	high	https://billy-bong.com https://www.lesproducteursreunis.com/product/billy-bong-straight-bourbon	Corrected: real cowboy-themed brand with its own site (billy-bong.com), owned by Les Producteurs Réunis (French spirits company) per their own product listing, which states the Straight Bourbon's origin as "US." The brand also carries a separate "Billy Bong American Whiskey" line, so defaultTypeName is left empty (spans more than one type) rather than the seed's "bourbon". Kind corrected from distillery to brand (no distillery of its own; sourced/bottled for the brand owner). peatProfile=none: no peat/smoke mentioned anywhere; American-whiskey convention.
black-bull	Black Bull	blend	GB-SCT			Duncan Taylor	blend	none			auto	high	https://www.whiskyshop.com/black-bull-peated-edition	Confirmed via The Whisky Shop and a second retailer (Bondston), both fetched this session: Black Bull is Duncan Taylor's own Blended Scotch Whisky brand. Core range (Black Bull, Kyloe, Kyloe Sherry Finish) reads unpeated -- kept none. The catalogue's "Black Bull Peated Finish" sample is real (Duncan Taylor also sells a "Kyloe Peated"/"Peated Edition" SKU, both retailers independently describe it as heavily peated -- "very heavily peated", "a big blast of dry smoke"), but Duncan Taylor's own site (duncantaylor.com) is JS-rendered and returned no extractable text across three attempts this session, so withheld peat proposal: heavy, per whiskyshop.com/black-bull-peated-edition and bondston.com/black-bull-peated-p13853 -- no rule.tsv row added since neither citation is the producer's own domain and Duncan Taylor is not Islay-based; flag for a reviewer who can browse duncantaylor.com/en-GB/kyloe-peated directly.
black-velvet	Black Velvet	distillery	CA			Heaven Hill		none			auto	high	https://globalnews.ca/news/6110640/black-velvet-canadian-whisky-lethbridge-new-ownership-november/	Confirmed via globalnews.ca (opened): own distillery in Lethbridge, Alberta; Heaven Hill Brands purchased it effective 1 November 2019 (from Constellation Brands). No peat mentioned; Canadian whisky has no peat tradition. defaultTypeName kept empty - Canadian blended whisky has no clean match in the closed type list.
blackadder	Blackadder	bottler	GB-SCT					unknown			auto	high	https://blackadder.com https://en.wikipedia.org/wiki/Blackadder_(whisky_bottler)	New row for blairfindy. Independent bottler of single malt Scotch whisky, family-run, founded 1995 by Robin Tucek and John Lamond (named after the historic Bishop John Blackadder); signature range is "Raw Cask" (cask-strength, unfiltered, containing cask sediment). Confirmed via the bottler's own site and Wikipedia. No single house style or peat default (bottles casks from many distilleries).
blairfindy	Blairfindy	brand	GB-SCT	speyside	speyside		single malt	none	glenfarclas	blackadder	auto	high	https://wordsofwhisky.com/?s=Blairfindy https://blackadder.com https://en.wikipedia.org/wiki/Blackadder_(whisky_bottler)	Resolved (the seed correctly spotted the Speyside/Glenlivet-area toponymy but stopped short of the producer): "Blairfindy" is Blackadder's substitute name for single malt Glenfarclas -- confirmed via wordsofwhisky.com (opened this session): "Glenfarclas isn't too keen on independent bottlers using their name...Blairfindy is what Blackadder settled on," corroborated by whiskybase's own brand summary and multiple auction listings titled "Glenfarclas 'Blairfindy'." parentSlug set to the already-live glenfarclas. bottlerSlug set to a new row, blackadder (Blackadder International Ltd, family-run independent bottler of single malt Scotch, est. 1995, whose signature "Raw Cask" series matches this batch's sample name exactly -- confirmed via the bottler's own site and Wikipedia). Corrected kind to brand and defaultTypeName to single malt (sources consistently call it single malt, not a blended-malt teaspoon). peatProfile=none per Glenfarclas's well-documented unpeated Speyside sherry-cask house style (also consistent with a whiskybase reviewer's comment that this bottling "destroys peaty whisky").
blue	Blue	blend	XX					unknown			unverified	low		Single generic colour-word name, below the 5-character alias floor regardless of outcome. Searched for a possible "Johnnie Walker Blue Label" truncation/shorthand explanation; found no evidence this catalogue entry specifically refers to that product, so left unidentified. Cleared the seed's unevidenced GB-SCT guess. Kept as a minimal row only so the (necessarily brand-scope) alias exists; it will not resolve in-name given the length floor.
bold-thady	Bold Thady	blend	IE				blend	none			auto	high	https://thinkboldstudio.com/our-work/portfolio/bold-thady	Upgraded from the seed's guesswork: confirmed via the bottle designer's own case-study page (thinkboldstudio.com, opened this session) that Bold Thady Irish Whiskey is a real commercial product, "a blend of the finest grain and malt," triple distilled and married in first-fill bourbon casks -- matches the sample "Bold Thady Bourbon Casks Matured" exactly. Name-origin guess (the folk song "Bold Thady Quill") is confirmed on the same page. No specific distillery/bottler company identified. peatProfile=none, no peat/smoke in the recipe description; ordinary Irish blend.
bombergers	Bomberger's	brand	US				bourbon	none	michters		auto	high	https://michters.com/whiskeys/bombergers-declaration/ https://en.wikipedia.org/wiki/Bomberger%27s_Distillery	Confirmed via Michter's own product page: Bomberger's Declaration is a genuine Michter's Legacy Series release (108-proof Kentucky Straight Bourbon, aged in Chinquapin and Hungarian oak), validating the seed's parentSlug=michters (already live). Note for a reviewer: Wikipedia's Bomberger's Distillery article separately describes an unrelated modern "Bomberger's"-branded blend from Heritage Spirits/Thistle Finch Distillery (Lancaster, PA) that is NOT this product -- two different companies revived the name independently. peatProfile=none, no peat/smoke on Michter's own page; American-bourbon convention.
bonailie	Bonailie	brand	GB-SCT	lowland	lowland		malt	none	bladnoch		auto	high	https://caskcartel.com/products/bonailie-blended-malt-scotch-whisky-700ml	Confirmed (the seed's "believed, not confirmed" is now settled): Bonailie Blended Malt Scotch Whisky is "produced by the team at the Bladnoch distillery in the Lowlands" (caskcartel.com, opened this session, cross-checked against a Master of Malt snippet naming Bladnoch too). parentSlug set to the already-live bladnoch. Corrected kind to brand and defaultTypeName to malt (blended malt specifically, not the seed's generic "blend"). "Bonailie" is Scottish Gaelic for a parting drink. peatProfile=none, no peat/smoke mentioned; matches Lowland's characteristically light, unpeated style.
boone-county	Boone County	distillery	US					none			auto	high	https://boonedistilling.com https://en.wikipedia.org/wiki/Bourbon_whiskey	Confirmed: Boone County Distilling Co., Independence, Boone County, Kentucky ("Born in 1833 - Reborn in 2015") -- verified via the distillery's own site (previously only assumed from general knowledge). Its homepage describes itself as making Kentucky bourbon; a third-party site additionally claims a rye line, so defaultTypeName is left empty rather than asserting bourbon uniformly. peatProfile=none rests on the well-established bourbon-category fact (no peat-smoking step in bourbon production), confirmed by re-reading the Wikipedia bourbon article this session, not on a brand-specific statement.
boulder	Boulder Spirits	distillery	US			Vapor Distillery (Alastair Brogan)		none			auto	high	https://boulderspirits.com/ https://boulderspirits.com/about-us	Colorado craft distillery (Vapor Distillery, ex-Roundhouse Spirits); range spans American single malt, bourbon and gin so defaultTypeName stays empty. Core range carries no peat language on the producer's own pages; the one Peated Malt SKU is a named exception the global peated keyword rule already catches. none is inferred from that naming split, not from an explicit unpeated statement.
